permno,2015/1/31,2015/2/28,2015/3/31,2015/4/30,2015/5/31,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/31,2015/11/30,2015/12/31,2016/1/31,2016/2/29,2016/3/31,2016/4/30,2016/5/31,2016/6/30,2016/7/31,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/31,2017/1/31,2017/2/28,2017/3/31,2017/4/30,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/31,2018/1/31,2018/2/28,2018/3/31,2018/4/30,2018/5/31,2018/6/30,2018/7/31,2018/8/31,2018/9/30,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/31,2019/4/30,2019/5/31,2019/6/30,2019/7/31,2019/8/31,2019/9/30,2019/10/31,2019/11/30,2019/12/31,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/31,2021/8/31,2021/9/30,2021/10/31,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/30,2022/5/31,2022/6/30,2022/7/31,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/31,2023/1/31,2023/2/28,2023/3/31,2023/4/30,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/30,2023/10/31,2023/11/30,2023/12/31,2024/1/31,2024/2/29,2024/3/31,2024/4/30,2024/5/31,2024/6/30,2024/7/31,2024/8/31,2024/9/30,2024/10/31,2024/11/30,2024/12/31
86288,,,,,,,,,,,0.0323661804,-0.0130365116,,,,,0.0470335989,0.0454195907,-0.0204477191,,0.0447769665,,,,,,,0.1517579880,0.0784626723,0.0054930086,0.0606248995,0.0477033462,-0.0566860727,0.0885582869,0.0311752317,-0.0162655230,0.1655494661,-0.0244661261,0.0600650505,0.0109772703,0.0331711910,0.0823935991,0.0078028655,0.0367882674,-0.0481551641,-0.1076063021,0.0220513038,-0.1005460458,0.1582970892,0.2042159620,0.0194283668,0.0639545577,0.0275040700,0.0796417037,0.1002076081,0.0142854410,-0.0340346237,-0.0640872621,0.1142116582,-0.0237578616,0.0914085692,0.0152043269,-0.1680207780,0.1039659568,0.0091116812,0.0818197078,0.1824678245,-0.0013662463,-0.0001044523,-0.0482677869,0.0993758450,0.0398272788,-0.0201581450,-0.0741253608,0.0401444178,0.0395912838,-0.0282645897,-0.0306065141,0.0728105752,-0.0467939495,0.0155775776,-0.0001169579,-0.0963388173,0.0505121817,-0.1248597088,-0.0730773201,0.1153711859,-0.0642722667,-0.0421272806,-0.0086978759,0.2056182879,-0.0190172862,0.0001427589,0.1876547965,-0.0203097043,-0.0463955748,0.0029613638,-0.0915407791,-0.0332781023,0.1281330693,0.0432246172,0.1209074166,-0.0682449894,-0.0023114380,-0.0691282325,-0.0336970157,0.1311799257,0.0411007479,-0.0447411796,0.0209993486,0.1187024958,-0.0316364318,-0.1349042007,-0.0747528602,0.0560360657,0.0020714211,-0.0216558863,-0.0308890736,0.1072712879,-0.1198670014
86356,-0.0736694662,0.0755949718,-0.0119905431,0.0100562064,0.0421198600,-0.0370821133,0.1245758484,-0.0359180329,-0.0984884135,0.1200332132,0.0502222884,-0.0540455568,-0.1594412798,0.0289674272,-0.0160827395,0.0238919564,0.0012265323,-0.0274204190,0.3367671315,0.0444961812,0.0230071923,-0.1334356147,-0.0245522786,0.0676022798,0.0617079894,0.0427566913,-0.0100273735,-0.0071310891,0.0297237401,0.0037387489,0.0353543385,0.0064058079,0.0776125059,-0.0281450005,-0.0789049038,0.0977322438,0.0752500614,0.0504900283,-0.0611299115,-0.0586485483,-0.0029086188,-0.0387090447,-0.0774954753,0.0418405043,-0.0546810641,-0.1084139998,0.0282472255,-0.0567902619,0.1987885761,0.1068576786,-0.0002666638,0.0433467683,-0.0458148922,0.0857610068,0.0325895932,-0.0162997753,-0.0349013998,-0.0765008355,-0.0055777211,0.0166092715,-0.0706183762,0.0063645417,-0.1640708717,0.3250165060,0.1708916237,0.1603983093,0.0438062431,-0.0061479894,-0.0489235819,-0.0906832362,0.0265815471,-0.0053425738,0.1110901059,-0.0299902989,0.0745756218,-0.0889942002,0.0889970654,0.1440463628,-0.0284864462,0.1207926419,-0.0921285928,0.1011925739,-0.1183523958,-0.0046385083,-0.1004780549,-0.0372136154,0.0436974599,-0.1253381557,-0.0583617057,-0.1438271689,0.1396765375,-0.0842469894,-0.1658725492,0.0823135272,0.1460830451,-0.0873681775,0.1836446651,-0.0632657418,-0.0208797773,0.0641776432,-0.0628563146,0.0505417346,-0.0020199683,0.0290213574,-0.0092468704,-0.0991979996,0.0517462566,0.0798709558,-0.0584601899,0.1270572132,0.1080171456,-0.0139652469,0.0671757930,0.0364272844,0.0556213723,0.0558414756,0.1161698796,-0.1179430931,0.0148493588,-0.0211733607
86580,-0.0571928587,0.1467662887,-0.0739098326,0.0606945455,0.0041814787,-0.1014297678,-0.0220578863,0.1315769676,0.0965347730,0.1737684686,0.1502016752,0.0064119720,-0.1303457456,0.1221048447,0.0879391462,-0.0028041936,0.3182789882,0.0042733175,0.2240094447,0.0965741738,0.1170518379,0.0385296341,0.2976006878,0.1577006071,-0.0201924182,-0.0909161750,0.1003029884,-0.0283205792,0.3550145215,0.0013853571,0.1079219626,0.0316082947,0.0790051832,0.1553613707,-0.0288181884,-0.0148669552,0.2702858160,-0.0190412102,-0.0430165061,-0.0288862808,0.1109598543,-0.0606279546,0.0336007273,0.1205479872,0.0090854323,-0.2640665296,-0.2240386656,-0.1651405282,0.0767812455,0.1734039096,0.1640105107,0.0080177250,-0.2485413320,0.1805743105,0.0153433432,0.0167119888,0.0423363785,0.1616951847,0.0684675235,0.0856304544,0.0048038738,0.1005979447,-0.0464154175,0.1088021257,0.1895073177,0.0790193390,0.1138260375,0.2599881729,0.0119589931,-0.0793632990,0.0289840014,-0.0247268197,0.0035915920,0.0616774117,-0.0040076699,0.1244583082,0.0600190396,0.2301087478,-0.0251691049,0.1336201023,-0.0745593618,0.2341668535,0.2780531424,-0.0643877089,-0.1723785196,0.1112374320,0.1265890236,-0.3301897368,0.0067404811,-0.1879678452,0.1686385186,-0.1852543109,-0.1955379359,0.1118699040,0.2541284146,-0.1364411513,0.3378745852,0.1399957190,0.1916367745,0.0283495079,0.3086810460,0.1182113127,0.1447023628,0.1148870345,-0.1169482925,-0.0893666771,0.1468839280,0.0287967192,0.2424183377,0.2602653283,0.1634935101,-0.0438322069,0.3202251181,0.0759871503,-0.0585670612,0.0930298739,0.0328273210,0.1170385271,-0.0077871808,-0.0285777325
86719,,,,,,,,,,,,,,,,,,,,,,,,0.0616115433,0.0165066461,0.0318860660,-0.0547623196,0.0729811168,-0.0099499555,0.0662531172,-0.0218758852,-0.0330097412,0.0751822698,-0.0053004434,0.0284108640,-0.0118567030,0.0835137280,-0.0283813963,-0.0459205818,0.0684388883,0.0279638009,-0.0616008380,-0.0035274889,-0.0386708453,-0.0513823578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0926329887,0.0647361526,,,,,,,,0.0719386413,,,0.1884372474,0.0096933852,,,,,,,,,,,,,,,,,0.1980643591,,,0.2094045597,0.1161111465,-0.1269158539
86783,-0.1211615212,0.2334710500,-0.0682311870,0.0632749105,-0.0612473814,-0.0131064287,0.0810351541,0.0040769738,-0.0094347170,0.1661166102,-0.1240135761,-0.0058867877,-0.1823027846,0.2128980050,-0.0053695315,0.0424377882,-0.0590397906,-0.0231529643,0.0898816740,0.0530331802,0.0386517320,0.0018614839,0.0199761863,-0.0250177868,0.0641585919,0.0756192496,0.0262903260,0.0346040378,0.0038346768,-0.0107335644,0.0807201398,-0.0837506246,0.0098278497,0.0293355873,-0.0900914641,0.0018962065,0.1003066301,0.0543250225,0.0227888124,0.0469179309,-0.0323345077,-0.0388012378,0.0008064545,-0.0400958409,0.0205608939,-0.0516074687,0.0092277933,-0.0786485783,0.0640905736,-0.0617899716,0.0282079528,0.0630850996,-0.0947247689,0.1205280489,-0.0062210915,0.0460431825,0.0027969824,0.0552860000,-0.0710000716,0.0786222660,-0.1086717435,-0.1046965523,-0.2218985247,0.1005334005,0.0781899556,-0.0469193018,0.0020143317,0.1493994795,-0.1045681092,-0.0691205916,0.2442492652,0.0850612498,-0.1103079610,0.2345710057,0.0208699392,0.0584759065,-0.0559192179,-0.0602132603,-0.0044936739,0.0592946253,0.0322632028,0.0197626225,-0.1317471377,0.1607226510,0.0251321576,-0.0794190358,0.0854782470,-0.0505491766,0.0150410409,-0.2204405058,0.0692493698,-0.0411435352,-0.1240007733,0.1376990765,0.1123160815,-0.0308597581,0.2149148681,0.0241377194,0.0289309844,0.0445384046,-0.0677525244,0.0763566187,0.1185621723,0.0762958121,-0.0149008609,-0.0983261775,0.1204995939,0.1346441910,-0.0112059026,-0.0242796713,0.0404445501,-0.0327395176,0.1056060469,0.0632798269,-0.0437250518,0.0668776178,0.0851174985,0.1336333458,0.1653367399,-0.0433217064
86799,,,,0.1645746605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2478393863,0.0082906940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86868,-0.1190559330,0.1001593707,-0.0199163785,0.0449526048,0.0416660373,0.0047158012,-0.0231973318,-0.0771303707,-0.0786855482,0.0652193252,0.0041101600,-0.0665027855,-0.1197082423,-0.0438034092,0.0150646205,0.0454195282,-0.0242512815,-0.0712028740,0.0914774175,0.0900320570,-0.0483289143,0.1052264906,0.2340849833,0.0919322166,-0.0371971127,0.0496326399,-0.0850010791,-0.0203527982,-0.0572136814,0.0320432738,0.0041004854,-0.0078093670,0.0664064132,0.0076028222,0.0244539184,0.0555186778,0.0515404855,-0.0322947818,-0.0421027091,-0.0537203469,-0.0422588965,-0.0235075057,0.0764375415,0.0196945113,-0.0710845832,-0.0030970378,-0.1504053421,-0.1543464873,0.1853331844,-0.0149918358,-0.0239466822,0.0725584270,-0.1046037252,0.0919557340,0.0641498061,-0.0304224776,0.0186291050,0.0763201391,0.0314640599,0.0387623878,0.0340101467,-0.1586702922,-0.2619948359,0.1864940478,0.0405737050,-0.0115537844,0.0019718356,0.0412205897,-0.0190360470,-0.0478980305,0.2139622862,0.1362883808,0.0510053569,0.1688454018,-0.0119047580,0.0655960082,0.0575116544,-0.0076104908,-0.0122519155,0.0986788043,-0.0858013977,0.0934318699,-0.0782853409,0.0161215247,-0.0799972336,0.0007627158,-0.0186713578,-0.0896929682,0.0764667356,-0.0912659184,0.0992832253,0.0222332972,-0.1190953413,0.1756046802,0.1281202932,-0.1107616493,0.0651640850,-0.0057950357,-0.0629916873,0.0708408109,-0.0416065902,-0.0041987549,0.1014572913,-0.0588081860,-0.0152460444,-0.0467496615,0.1340213401,0.1337500131,-0.0045644659,0.0126660842,0.0623377610,0.0319230188,0.0757928843,-0.0045670048,0.0978527757,0.0262546500,-0.0236774156,0.0524393339,0.1605059257,-0.0543814789
86946,0.0447393394,0.0937241594,-0.0832173369,0.0637068197,0.0411001199,-0.0064091958,0.1472310875,-0.0237779073,0.0661634412,0.1074963953,-0.0547721406,0.0084421243,0.0737328471,0.0389368890,0.0046025798,-0.0141130125,0.0020153368,0.0871207594,-0.0535062107,-0.0085993130,-0.0400398055,0.1681841957,-0.0177929224,0.0445490965,0.0718374767,0.0203839728,0.0318519848,0.0247868253,0.0445797136,-0.0271814609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86964,-0.1589186215,0.0467464013,-0.0386431908,0.0615975352,0.0156766232,-0.0380470504,0.1154172134,-0.0949005767,-0.0462050610,-0.0578782127,-0.0643174178,-0.0676020142,-0.0386481947,0.0396761811,0.0728772433,-0.0103918488,0.0520285899,0.0397296296,0.0968712741,-0.0014655898,0.0155656526,0.1088767625,0.0183780213,0.0282067827,-0.0751455484,0.0570304285,0.0033091603,-0.0912735717,0.0057318374,-0.0232910020,-0.0516028042,0.0025166977,,,0.1066231657,,0.1015069666,0.0693377607,-0.0263280171,0.1277922386,0.0512530413,-0.0038089479,-0.0062021969,0.0978766709,0.0472098559,-0.0652241061,-0.0188848484,-0.0821901412,-0.0066656762,0.0666745094,-0.0666734280,-0.0001904990,-0.1325362942,0.0705740536,-0.0094541693,,0.0960028667,0.0908535049,0.0134950298,,,,-0.1117134487,0.3060132610,0.0156322894,-0.0434795017,,,,,,,0.1191389105,-0.0558589851,0.0856589506,,,,,,,,0.0778132116,0.0930397630,-0.1539546820,-0.0062350512,0.0311396764,,,,,,,,,,,,,,,,,,,,0.1292960253,,,,,,,,,,0.0893427057,0.0648322862,0.0477067341,0.0044712945
86979,0.0026470683,0.0600433552,-0.0595569030,0.1705067883,0.0476919440,-0.0402809753,0.0806104532,-0.0918741177,0.0000013043,0.2054557330,-0.0307924722,-0.0930021840,-0.1583448592,0.1042041852,0.0232641853,-0.0827136465,0.0047718114,-0.0318557257,0.0280903262,0.0427069165,0.0424579174,0.0947619970,0.0494633341,0.0261443964,-0.0560444965,0.0535749670,-0.0152150592,0.0875245330,-0.0382303327,-0.0731402461,0.0046733006,-0.0138067630,0.0068750712,-0.1250864238,0.1220303772,-0.0340186892,-0.0824581472,-0.0926966341,-0.0518313776,0.0106882543,0.0840765038,0.0292790793,-0.0393858115,0.0928187879,0.0457580423,-0.0187734985,-0.0191321375,-0.0801407025,-0.0360444058,-0.0243304225,-0.0225273320,0.0491148301,-0.1075938744,0.0623736766,0.0033432802,,0.0771548323,0.0670678470,,,,,-0.1252282116,0.1285314205,0.0602522463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931383643,-0.0385078885,,,0.1200786427,,,,,,,,,,0.2537303058,0.0018815811,,,,0.0596830068,0.0255789893,0.0327532878,0.0056589958,0.0000022592,,
86996,0.0395501922,0.0567747582,-0.0655927598,-0.0109305906,-0.0426418332,-0.0014780758,0.0386281129,-0.0208745493,-0.1138734141,0.1469609175,-0.1145157999,-0.0400192783,-0.0651597011,-0.0018954214,0.0398630503,0.0286497770,-0.0353252470,0.0974006242,0.0703630753,0.0076808084,-0.0174325289,0.0099847964,-0.1264124410,0.0434506498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87006,,,0.1094771616,,0.1155492848,-0.0452255602,-0.0206421414,-0.1106505185,,,0.0632520918,-0.0150335341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0230086176,,,,0.1010123466,0.2141159469,-0.0064330976,-0.0464500903,-0.0525264350,-0.0849807701,0.0593860028,-0.0963775027,,0.1043282375,,-0.0112514829,0.0032423791,0.0769085304,,,,,,0.0783499327,0.1898643159,-0.0179289789,0.1090941083,-0.0051907117,0.0609983351,0.0251518971,-0.0476388104
87034,,,,,,,,,,,,,,,,,,,0.1339322100,0.0386947302,-0.0224217916,,,,,,,,0.0637922507,0.0356398073,,,,0.0676471746,0.0973699464,0.0242084297,0.0463334329,-0.0739019563,0.0012213325,,,-0.0122945348,0.0845887999,0.0256409634,-0.0185344598,-0.0320828964,0.0712231337,-0.0058301638,0.0476112538,0.0816368711,0.0806927009,0.0266644783,-0.0045612674,-0.0009588525,-0.0940623472,-0.0013364632,-0.0328152774,0.0726823788,0.0309856962,-0.0434079426,-0.0450472190,-0.0370608347,-0.2395870441,0.0268987410,0.1250596268,0.0763895632,0.1590230226,0.0454605223,-0.0247923483,-0.0086120740,0.0407126324,,,,,,0.0256777173,0.0076151675,,,,,,,,,,,,,,,,,,,,,,,,0.1875471533,0.1376193206,0.0138683414,0.0027868973,0.0046103304,0.0974788618,0.1183360979,-0.0432577222,0.0523950686,0.0385083849,-0.0428386949,0.1042495180,0.1013122156,0.1141439578,0.0448443921,0.0531609561,0.0176996123,0.1109757411,-0.0849608054
87055,-0.0034856921,0.0904870957,0.0240291341,-0.0531292644,-0.0129453893,-0.0514782028,0.0645466839,-0.0335000848,0.0322728491,0.0938051738,0.0224434945,0.0013010937,-0.0709453832,0.0056504206,0.0469061420,-0.0571818219,0.0043189509,0.0296373949,0.0645537087,-0.0238807709,-0.0591049001,-0.0304236367,0.0182705585,0.0666186880,0.0175036055,0.0962204186,-0.0578193882,0.0602637706,0.0586631585,-0.1146006271,-0.0010720540,-0.0251091255,0.0637803394,-0.0289960118,0.1483093690,0.0483886332,0.0470138969,-0.0349007644,-0.0129371963,0.0463280949,0.0115391286,0.0541767394,0.0465586991,0.0569182546,0.0228932393,-0.0326616382,0.0140067634,-0.1156117074,0.0536037934,0.0429194361,0.1069776595,0.0140006304,-0.0056726312,0.0940634172,0.0458362086,0.0758853917,-0.0285265069,0.0443684738,0.0020893765,-0.0196457222,0.0394662991,-0.0899632468,-0.0776692367,0.0651292770,0.0068150437,-0.0164757190,0.0704920848,0.0679810980,0.0211125282,-0.0004282339,0.0737539481,-0.0278148014,-0.0544383675,-0.0694151595,0.0731271069,0.0578649585,0.0126623808,0.0461096466,0.0880750418,0.0619471468,-0.0134815382,0.0956516176,0.0973274101,0.0714576673,-0.1042378860,0.0777491077,0.0906230880,-0.0761501319,-0.1231847185,0.0280115485,0.1540258786,-0.0393042403,-0.0954394449,0.0638163674,0.0752741909,-0.1534550764,0.1196191392,-0.0363162504,0.0230192424,0.0251603015,0.0385655332,0.0524299816,0.0545049686,-0.0036518870,0.0418601700,-0.0330290269,0.0749156581,0.1481114563,0.0527199064,0.0631141544,-0.0204952407,0.0039140310,0.1213909488,0.0538991863,-0.0266114846,0.0924110665,-0.0001260463,-0.0049515074,0.1070157432,-0.0572186127
87056,0.0755560487,0.1009775896,0.1494241543,-0.1008668857,0.0901115291,0.1027983017,0.0697728826,-0.1164291128,-0.1850839278,0.0660326721,-0.1619510429,0.0697442892,-0.3021582723,0.1156986738,-0.0581265796,0.0266763078,0.0586909612,-0.1098371604,0.2685969059,-0.0522874338,-0.0145927249,-0.1297023285,0.0634628733,-0.0325846774,0.0513488047,0.0851426700,-0.0603745719,0.0698808401,-0.1021400087,0.0091112356,-0.0254371745,0.0290972296,0.0618394053,-0.1241866818,0.0451955876,0.0708553049,0.0118884292,-0.1199164877,-0.0012329987,0.0300988225,0.0485153808,0.0427264045,0.0675197885,-0.0202841684,-0.0299107021,-0.0689913384,0.0418782597,-0.1364967694,0.1529085597,-0.0097678525,-0.0475028494,-0.0371525604,-0.0230451791,0.0272253989,-0.0573986291,-0.0733330929,-0.0966359488,0.1390999356,0.0976466645,0.0475756436,-0.0124181119,0.0464336851,-0.1048713250,0.0889939275,0.1250137535,0.1485235407,-0.0479172282,-0.3487183441,-0.0249882225,-0.0183339479,0.0575113375,0.1030198035,-0.0394509233,-0.0697987607,-0.0308046742,0.0319154118,-0.0359202057,0.0740110598,-0.0804149307,0.0878450902,-0.0821754550,0.0250990059,0.0891088123,0.0455599279,-0.0050516401,-0.0593640074,-0.0134375464,0.0444196581,-0.0764621895,0.1030205392,0.0253839330,0.0289528415,-0.0496646331,0.0219445791,0.1656490699,0.0248560723,0.1260263654,-0.1507626596,-0.0287662357,0.0195316953,-0.1035260120,-0.0029895785,-0.0112460047,0.0338263786,-0.0568177473,-0.0646546114,0.1182322005,0.0744350495,-0.0864985875,-0.0372662864,-0.0119905566,-0.0727893044,-0.0991239031,0.0968551465,0.0267856327,0.0778773622,-0.2307111286,-0.0541201476,,-0.0045434654
87137,-0.0129383390,0.0540807056,-0.0049279735,0.1309904100,-0.0540961858,-0.0737260322,-0.1439454893,-0.1367878282,-0.1251933429,0.1107279144,0.1211015975,-0.3067576354,-0.1346162732,-0.2653992140,0.4415051248,0.2638488578,0.0406537041,0.0044487585,0.0433363005,0.1996147305,0.0194844449,-0.1410128977,0.2755331474,-0.0538638635,-0.0089236014,-0.0703250991,-0.0388518812,-0.0419707898,-0.1355888578,-0.0654423378,0.0471530987,-0.0598801914,0.1878228601,0.0081946423,0.0441737788,0.1176649309,-0.0007274034,-0.2921769763,0.0384241213,0.1428146623,0.1483402784,0.0595228081,0.0238870690,-0.0229850223,-0.0684769481,-0.1871548352,-0.1657390868,-0.1586489195,0.1823442997,0.0990706023,0.0723686080,0.0183793109,-0.2097991567,0.1100943037,-0.0657413904,-0.1259941568,0.0713482606,,,0.1908368555,,,,,,,,,,,,,0.0751132396,0.2515981149,-0.0160000494,0.0700233595,0.1034495057,-0.0222234713,-0.1147646126,0.1592793299,0.2226692885,0.1286994858,0.0494029612,0.1000083834,0.1580072166,0.1509469302,0.0253771320,-0.0394638426,0.2876032275,-0.2516018802,0.1259392185,0.1647698873,-0.1292778042,0.2863779191,-0.1141558150,-0.0819798021,0.0360444581,-0.1738922311,-0.0749539605,0.0731068474,-0.1341093324,0.0640119704,0.1157024675,0.0271422163,-0.0493702011,0.0201542910,-0.0343563283,0.0266347196,-0.0724036447,0.0170833849,0.1501541534,0.0045137576,-0.0261916970,0.0121659549,-0.0146672605,-0.0062137240,-0.1209708124,-0.0449394798,-0.0104291296,-0.1319496744
87184,-0.0818959515,0.0689751726,0.0874281813,-0.0064664367,0.0111222706,-0.0105542448,0.0201233098,-0.0868736174,-0.0045690615,0.0808845265,0.0324658508,0.0071764722,-0.1613792635,-0.0302714838,0.0894883570,-0.0152986409,0.0557445816,-0.0621387647,0.0323607057,0.0012342101,0.1075633963,-0.0418168573,0.0214345200,-0.1189498529,0.0894485763,0.0939238339,0.0493758780,0.0155658939,0.0144966388,0.0554454936,0.0351780025,0.0930337443,0.0442741441,0.0771075193,0.0490761060,-0.0352643255,0.0939215528,0.1086884472,0.0143128405,0.0906299862,-0.0044111566,-0.1727015814,0.0510545138,0.0442497333,-0.0779454047,0.3239727875,0.0403171919,-0.0135359997,0.0125259204,0.0363230066,0.0005472797,-0.0009295188,0.0103621963,0.0144823039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87267,-0.0595729287,0.0764864980,-0.0223691954,-0.0051915524,-0.0024279161,-0.0443837406,-0.0318923548,-0.0941669206,-0.0165315880,0.1894085749,0.0396155771,-0.0586357653,-0.0853887197,0.0427539550,0.0632822275,0.0462764212,0.0211059573,-0.0545480148,0.0876351356,0.0218486578,-0.0277623997,-0.0585461167,0.0865973482,0.0323135773,-0.0132437870,0.0330631085,-0.0207834674,0.0136019260,0.0685154315,0.0218429920,0.0077736518,-0.0094930618,0.0806256873,0.0464081374,0.0644819626,0.0308471862,0.0936143795,-0.0435057564,-0.0088610968,-0.0373234649,0.0313936724,-0.0609962805,0.0074563583,0.0078901294,-0.0221852345,-0.1378656655,0.0403232597,-0.0734380473,0.0566674157,0.0873366596,-0.0284056755,0.1354105684,-0.1326774677,0.1084061769,-0.0111011444,-0.0650288519,0.0642991986,0.0983433753,0.0598988632,0.0225762124,0.0490352463,-0.1369648384,-0.0917048358,0.1410775309,0.0337321181,0.0176046206,0.0563819885,0.0333573749,-0.0456217854,0.0551137424,0.1594132965,0.0139404373,-0.0071085744,-0.0047142137,0.0589224480,0.0866624332,0.0600974315,0.0024629139,-0.0089139119,0.0801942523,-0.1070012245,0.1249610728,-0.0411751876,0.0216014708,-0.0993923440,-0.0559296481,0.0426583669,-0.1964087181,0.0710751760,-0.0831247485,0.0828857941,0.0003452777,-0.1681458882,0.1737834616,0.1085135624,-0.0034943645,0.0601268103,-0.0918723971,-0.0173943083,0.0212698697,-0.0081738861,0.0588313664,0.0735799831,-0.0235572832,-0.0641602874,-0.0478345462,0.2269406449,0.0936214597,-0.0461815549,0.0378746700,0.0360152824,-0.0872425686,0.0272095185,0.0475359900,0.1204555465,0.0421338055,0.0672227632,0.0248416436,0.0438110230,0.0071521865
87299,-0.0923210928,0.1783374219,-0.0011954293,0.0384965124,0.0151746395,-0.0719147633,0.0900946076,-0.0703958635,-0.0315524405,-0.1180373724,-0.0572759156,-0.0872355839,-0.1445717665,0.2415460915,0.0007184534,-0.0824185744,0.0704039347,0.0277466226,-0.0738617280,0.0988791600,-0.0347910514,0.3110041406,-0.0398749988,-0.0003007687,0.0231210224,-0.0790056014,-0.0641170398,-0.0394081161,-0.2330838314,0.0312634235,-0.0617053779,-0.0075769343,0.0484182718,0.0450015719,0.0675594782,0.1752795499,0.0299805542,0.0031234555,0.0521787887,0.0094403526,0.0640881983,-0.0285230052,0.0277213779,0.0115792233,-0.0276503927,0.0409169649,-0.0484420833,-0.1224126981,0.0658161165,0.0855543630,0.0294277630,0.1164434383,-0.0700888713,0.0433552672,0.0964161797,-0.0108763212,0.0223763675,-0.0374986778,-0.0030887683,-0.0084939968,0.0806884716,-0.0878311767,0.0063794870,0.0679843282,0.0810240357,0.0130553103,0.0574617834,0.0354880136,-0.0505885775,-0.1347222886,0.0802564892,0.0074848429,0.0404825076,-0.2153772590,0.0630072792,0.0667316764,0.0382723268,0.0241537289,0.0284744386,-0.0475188435,-0.0764699337,0.0083182956,0.0686505808,0.0729727747,-0.0221922851,-0.0175184186,0.0809434048,-0.0729071730,-0.1001063387,-0.0960977331,0.0443964772,-0.0480818418,-0.1103222963,0.0997255594,0.0739273973,-0.1113218653,0.0501798553,-0.1695259631,0.0651603876,0.0682922189,0.1437797355,-0.0244269025,0.0595363006,0.1370908222,0.0181567702,-0.0327626204,0.1180669649,0.0229079276,0.0412348099,-0.1102189414,0.0057338181,-0.0768303059,-0.0857369897,-0.0083651782,0.0977327316,0.0670600606,-0.0063984131,0.0029788171,-0.0768790792,0.0173351658
87337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7819022415,0.3857795483,0.9460861006,-0.2489912608,-0.2652734653,-0.2045204903,0.0859561097,0.1068318188,-0.2021055575,-0.0210382683,-0.0199543561,0.4984367165,0.0412862944,-0.2309973835,-0.2416782331,0.3849944741,0.1321722178,-0.2595997609,,,0.3052021767,0.2070612351,-0.2507144119,,,,,,,,,,,,,,,,,,,,,,,,,,,
